Date,Season,Actual,Predicted,HomeProb,DrawProb,AwayProb,HomeOdds,DrawOdds,AwayOdds,Bet_Outcome,Bet_Odds,Won,PnL
2007-01-23,2006,H,A,0.35,0.25,0.4,3.4,3.25,2.1,A,2.1,False,-100.0
2007-01-30,2006,H,H,0.65,0.21,0.14,1.8,3.3,4.5,H,1.8,True,80.0
2007-01-30,2006,D,H,0.61,0.2,0.19,1.9,3.3,4.0,H,1.9,False,-100.0
2007-01-30,2006,A,A,0.12,0.11,0.77,5.0,3.6,1.66,A,1.66,True,65.99999999999999
2007-01-30,2006,H,H,0.36,0.32,0.32,2.4,3.2,2.87,H,2.4,True,140.0
2007-01-31,2006,D,H,0.54,0.26,0.2,1.5,4.0,6.0,H,1.5,False,-100.0
2007-01-31,2006,H,H,0.72,0.16,0.12,1.28,5.0,10.0,H,1.28,True,28.000000000000004
2007-01-31,2006,H,H,0.77,0.16,0.07,1.14,7.0,17.0,H,1.14,True,13.99999999999999
2007-01-31,2006,H,H,0.4,0.34,0.26,2.1,3.2,3.5,H,2.1,True,110.00000000000001
2007-02-03,2006,H,H,0.76,0.1,0.14,1.72,3.5,4.75,H,1.72,True,72.0
2007-02-03,2006,H,H,0.46,0.22,0.32,2.3,3.25,3.0,H,2.3,True,129.99999999999997
2007-02-03,2006,H,H,0.69,0.12,0.19,1.83,3.3,4.33,H,1.83,True,83.0
2007-02-03,2006,D,A,0.2,0.33,0.47,4.33,3.4,1.8,A,1.8,False,-100.0
2007-02-03,2006,A,A,0.08,0.24,0.68,8.0,4.5,1.36,A,1.36,True,36.00000000000001
2007-02-03,2006,D,H,0.49,0.31,0.2,1.57,3.6,6.0,H,1.57,False,-100.0
2007-02-03,2006,A,H,0.55,0.28,0.17,2.2,3.2,3.25,H,2.2,False,-100.0
2007-02-03,2006,H,H,0.39,0.31,0.3,2.6,3.1,2.7,H,2.6,True,160.0
2007-02-03,2006,A,A,0.28,0.29,0.43,3.25,3.2,2.2,A,2.2,True,120.00000000000001
2007-02-04,2006,A,A,0.2,0.31,0.49,4.75,3.5,1.72,A,1.72,True,72.0
2007-02-10,2006,A,H,0.48,0.19,0.33,1.83,3.3,4.33,H,1.83,False,-100.0
2007-02-10,2006,H,H,0.36,0.31,0.33,2.8,3.25,2.4,H,2.8,True,179.99999999999997
2007-02-10,2006,H,H,0.7,0.15,0.15,2.1,3.2,3.5,H,2.1,True,110.00000000000001
